Duration (ms), Start date, End date, Start station, End station, Bike number, Member type
312670, 2017/1/1 3:34, 2017/1/1 3:39, Eastern Market / 7th & North Carolina Ave SE, 15th St & Massachusetts Ave SE, W20570, Member
160220, 2017/1/1 3:36, 2017/1/1 3:39, Thomas Circle, 11th & M St NW, W00646, Member
280537, 2017/1/1 3:42, 2017/1/1 3:47, D St & Maryland Ave NE, 6th & K St NE, W20522, Member
1038154, 2017/1/1 3:48, 2017/1/1 4:05, Tenleytown / Wisconsin Ave & Albemarle St NW, Adams Mill & Columbia Rd NW, W20356, Member
658906, 2017/1/1 3:53, 2017/1/1 4:04, 11th & M St NW, 2nd St & Massachusetts Ave NE, W22439, Member
200938, 2017/1/1 4:00, 2017/1/1 4:03, 9th & Upshur St NW, 14th & Upshur St NW, W23159, Member
341827, 2017/1/1 4:04, 2017/1/1 4:10, 2nd St & Massachusetts Ave NE, 1st & M St NE, W22649, Member
493134, 2017/1/1 4:08, 2017/1/1 4:16, 7th & R St NW / Shaw Library, 11th & Kenyon St NW, W00247, Member
151341, 2017/1/1 4:13, 2017/1/1 4:16, New Hampshire Ave & T St NW, 18th & R St NW, W20134, Member
308384, 2017/1/1 4:51, 2017/1/1 4:57, North Capitol St & G Pl NE, New Jersey Ave & L St NW, W21143, Member
1123508, 2017/1/1 5:12, 2017/1/1 5:31, 3rd & M St NE, Park Rd & Holmead Pl NW, W22730, Casual
353874, 2017/1/1 5:16, 2017/1/1 5:22, Park Rd & Holmead Pl NW, 9th & Upshur St NW, W00501, Member
925490, 2017/1/1 5:21, 2017/1/1 5:36, 17th & G St NW, Calvert St & Woodley Pl NW, W21691, Member
794867, 2017/1/1 5:35, 2017/1/1 5:48, 4th & E St SW, New York Ave & 15th St NW, W00412, Casual
1042296, 2017/1/1 5:37, 2017/1/1 5:54, 20th & L St NW, North Capitol St & F St NW, W00384, Member
458900, 2017/1/1 6:00, 2017/1/1 6:07, 14th & V St NW, 20th St & Florida Ave NW, W22144, Member
452105, 2017/1/1 6:02, 2017/1/1 6:09, 10th & U St NW, 10th & K St NW, W22273, Member
711155, 2017/1/1 6:07, 2017/1/1 6:19, Lamont & Mt Pleasant NW, 19th & K St NW, W00562, Member
649362, 2017/1/1 6:09, 2017/1/1 6:20, 10th & K St NW, Convention Center / 7th & M St NW, W22832, Member
99469, 2017/1/1 6:31, 2017/1/1 6:33, Park Rd & Holmead Pl NW, 14th & Irving St NW, W22835, Member
333550, 2017/1/1 6:40, 2017/1/1 6:46, 7th & R St NW / Shaw Library, 1st & Rhode Island Ave NW, W21052, Member
34103146, 2017/1/1 6:46, 2017/1/1 16:14, Metro Center / 12th & G St NW, 14th & G St NW, W20493, Casual
281491, 2017/1/1 6:57, 2017/1/1 7:02, Jefferson Dr & 14th St SW, Hains Point/Buckeye & Ohio Dr SW, W00213, Member
816044, 2017/1/1 7:08, 2017/1/1 7:22, 14th & Belmont St NW, 21st & M St NW, W21700, Member
180524, 2017/1/1 7:08, 2017/1/1 7:11, 18th & R St NW, 17th St & Massachusetts Ave NW, W21815, Member
622081, 2017/1/1 7:10, 2017/1/1 7:21, 14th St & Spring Rd NW, Adams Mill & Columbia Rd NW, W21662, Casual
1249113, 2017/1/1 7:12, 2017/1/1 7:33, 2nd St & Massachusetts Ave NE, Lincoln Memorial, W01339, Member
110695, 2017/1/1 7:15, 2017/1/1 7:17, 17th St & Massachusetts Ave NW, 15th & P St NW, W00364, Member
1113737, 2017/1/1 7:16, 2017/1/1 7:35, Lamont & Mt Pleasant NW, 17th St & Independence Ave SW, W22399, Member
341645, 2017/1/1 7:19, 2017/1/1 7:25, 1st & Rhode Island Ave NW, 12th & U St NW, W22788, Member
1036772, 2017/1/1 7:20, 2017/1/1 7:38, Connecticut Ave & Newark St NW / Cleveland Park, 17th & G St NW, W20605, Member
1046216, 2017/1/1 7:21, 2017/1/1 7:38, Columbia Pike & S Courthouse Rd, Ballston Metro / N Stuart & 9th St N, w00583, Member
1232840, 2017/1/1 7:21, 2017/1/1 7:41, Eckington Pl & Q St NE, 15th & F St NE, W22610, Member
685376, 2017/1/1 7:22, 2017/1/1 7:33, 5th & Kennedy St NW, Park Rd & Holmead Pl NW, W01346, Casual
1457779, 2017/1/1 7:24, 2017/1/1 7:49, Lamont & Mt Pleasant NW, 34th & Water St NW, W20622, Casual
356692, 2017/1/1 7:25, 2017/1/1 7:31, 1st & N St  SE, 3rd & G St SE, W20368, Member
1320161, 2017/1/1 7:31, 2017/1/1 7:53, Adams Mill & Columbia Rd NW, 4th & C St SW, W21662, Member
729509, 2017/1/1 7:33, 2017/1/1 7:45, Eckington Pl & Q St NE, Thomas Circle, W00302, Member
122188, 2017/1/1 7:34, 2017/1/1 7:36, New Hampshire Ave & 24th St NW, 24th & N St NW, W22329, Member
1281568, 2017/1/1 7:47, 2017/1/1 8:08, 22nd St & Constitution Ave NW, Maine Ave & 7th St SW, W21615, Member
1498099, 2017/1/1 7:47, 2017/1/1 8:12, 20th & E St NW, 19th & E Street NW, W22178, Casual
427114, 2017/1/1 7:48, 2017/1/1 7:56, Columbia Rd & Belmont St NW, 11th & S St NW, W00817, Member
1558299, 2017/1/1 7:51, 2017/1/1 8:17, New Jersey Ave & R St NW, Hains Point/Buckeye & Ohio Dr SW, W00672, Member
296807, 2017/1/1 7:53, 2017/1/1 7:58, "LEnfant Plaza / 7th & C St SW", 4th & M St SW, W01061, Member
838457, 2017/1/1 7:53, 2017/1/1 8:07, 14th & L St NW, Lincoln Memorial, w00765, Member
620476, 2017/1/1 7:54, 2017/1/1 8:04, 11th & Kenyon St NW, 11th & Kenyon St NW, W00372, Member
1322448, 2017/1/1 7:55, 2017/1/1 8:17, California St & Florida Ave NW, 39th & Veazey St NW, W21459, Member
1293194, 2017/1/1 8:02, 2017/1/1 8:24, N Randolph St & Fairfax Dr, Lincoln Memorial, W21808, Member
237322, 2017/1/1 8:03, 2017/1/1 8:07, 4th & East Capitol St NE, 3rd & G St SE, W22097, Member
296781, 2017/1/1 8:06, 2017/1/1 8:11, 18th & R St NW, 15th & P St NW, W01114, Member
665080, 2017/1/1 8:10, 2017/1/1 8:21, 12th St & Pennsylvania Ave SE, USDA / 12th & Independence Ave SW, W20114, Member
1744060, 2017/1/1 8:12, 2017/1/1 8:41, John McCormack Dr & Michigan Ave NE, 3rd St & Pennsylvania Ave SE, W21601, Casual
409896, 2017/1/1 8:12, 2017/1/1 8:19, New Jersey Ave & R St NW, 10th & U St NW, W00126, Member
208571, 2017/1/1 8:13, 2017/1/1 8:17, Potomac & Pennsylvania Ave SE, 8th & Eye St SE / Barracks Row, W23084, Member
924487, 2017/1/1 8:14, 2017/1/1 8:29, Calvert St & Woodley Pl NW, 15th & P St NW, W21624, Casual
151320, 2017/1/1 8:14, 2017/1/1 8:16, 15th & P St NW, 17th & Corcoran St NW, W01114, Member
1050673, 2017/1/1 8:15, 2017/1/1 8:32, 5th & K St NW, Hains Point/Buckeye & Ohio Dr SW, W20112, Member
1061575, 2017/1/1 8:15, 2017/1/1 8:32, 5th & K St NW, Hains Point/Buckeye & Ohio Dr SW, W20894, Member
325116, 2017/1/1 8:15, 2017/1/1 8:20, New Hampshire Ave & T St NW, Adams Mill & Columbia Rd NW, W01407, Member
1420004, 2017/1/1 8:16, 2017/1/1 8:40, 15th & Euclid St  NW, 4th & E St SW, W00598, Member
785191, 2017/1/1 8:18, 2017/1/1 8:31, 11th & Kenyon St NW, Rhode Island & Connecticut Ave NW, W22761, Member
14954032, 2017/1/1 8:20, 2017/1/1 12:29, Maryland Ave & E St NE, 2nd St & Massachusetts Ave NE, W23181, Member
1040748, 2017/1/1 8:22, 2017/1/1 8:39, Lincoln Memorial, 14th & L St NW, w00765, Member
277836, 2017/1/1 8:23, 2017/1/1 8:28, Georgetown Harbor / 30th St NW, 34th & Water St NW, W21058, Member
369219, 2017/1/1 8:24, 2017/1/1 8:30, 17th & K St NW, M St & Pennsylvania Ave NW, W21290, Member
1606140, 2017/1/1 8:25, 2017/1/1 8:52, Lincoln Memorial, New York Ave & 15th St NW, W21808, Member
1343127, 2017/1/1 8:28, 2017/1/1 8:51, 47th & Elm St, Connecticut Ave & Newark St NW / Cleveland Park, W22869, Member
467866, 2017/1/1 8:30, 2017/1/1 8:38, Maryland Ave & E St NE, 3rd & G St SE, W00620, Member
104860, 2017/1/1 8:30, 2017/1/1 8:32, 2nd & G St NE, Columbus Circle / Union Station, W21116, Member
1527619, 2017/1/1 8:31, 2017/1/1 8:57, Lincoln Memorial, 2nd St & Massachusetts Ave NE, W20507, Member
1367204, 2017/1/1 8:32, 2017/1/1 8:54, 17th & Corcoran St NW, 22nd & I St NW / Foggy Bottom, W01005, Casual
455034, 2017/1/1 8:33, 2017/1/1 8:40, 22nd & P ST NW, Georgetown Harbor / 30th St NW, W21962, Member
1320368, 2017/1/1 8:35, 2017/1/1 8:57, N Rhodes & 16th St N, Henry Bacon Dr & Lincoln Memorial Circle NW, W20267, Casual
1332371, 2017/1/1 8:35, 2017/1/1 8:57, N Rhodes & 16th St N, Henry Bacon Dr & Lincoln Memorial Circle NW, W21384, Casual
955232, 2017/1/1 8:37, 2017/1/1 8:53, 1st & K St SE, Hains Point/Buckeye & Ohio Dr SW, W22907, Member
291221, 2017/1/1 8:38, 2017/1/1 8:42, Maryland Ave & E St NE, 3rd & H St NE, W00706, Member
250611, 2017/1/1 8:39, 2017/1/1 8:43, 11th & S St NW, 8th & O St NW, W21717, Member
421469, 2017/1/1 8:39, 2017/1/1 8:46, 17th & Corcoran St NW, 25th St & Pennsylvania Ave NW, W22350, Member
115405, 2017/1/1 8:40, 2017/1/1 8:42, 17th & Corcoran St NW, 18th & R St NW, W01114, Member
591709, 2017/1/1 8:40, 2017/1/1 8:50, 20th St & Florida Ave NW, 17th & K St NW / Farragut Square, W00016, Member
411621, 2017/1/1 8:43, 2017/1/1 8:50, 7th & T St NW, 5th & K St NW, W22491, Member
19625958, 2017/1/1 8:45, 2017/1/1 14:12, 3rd St & Pennsylvania Ave SE, 3rd St & Pennsylvania Ave SE, W21601, Casual
221474, 2017/1/1 8:45, 2017/1/1 8:49, 15th & P St NW, Vermont Ave & I St NW, W20695, Member
1186321, 2017/1/1 8:46, 2017/1/1 9:05, Good Hope Rd & 14th St SE, 4th & East Capitol St NE, W22876, Member
407056, 2017/1/1 8:48, 2017/1/1 8:55, 14th & Irving St NW, 14th & R St NW, W21979, Member
2266912, 2017/1/1 8:50, 2017/1/1 9:28, 3000 Connecticut Ave NW / National Zoo, 3000 Connecticut Ave NW / National Zoo, W00763, Casual
572631, 2017/1/1 8:50, 2017/1/1 8:59, 14th & Harvard St NW, 11th & S St NW, W20056, Member
895559, 2017/1/1 8:51, 2017/1/1 9:06, 1st & Rhode Island Ave NW, Jefferson Dr & 14th St SW, W21052, Member
911806, 2017/1/1 8:51, 2017/1/1 9:06, Connecticut Ave & Newark St NW / Cleveland Park, 14th & L St NW, W23111, Member
811242, 2017/1/1 8:51, 2017/1/1 9:05, 3rd & G St SE, 8th & H St NW, W20368, Member
510438, 2017/1/1 8:52, 2017/1/1 9:00, 22nd & P ST NW, 37th & O St NW / Georgetown University, W22964, Member
245937, 2017/1/1 8:52, 2017/1/1 8:56, New Hampshire Ave & T St NW, 15th & P St NW, W20977, Member
557940, 2017/1/1 8:52, 2017/1/1 9:02, New York Ave & 15th St NW, 25th St & Pennsylvania Ave NW, W21808, Member
379648, 2017/1/1 8:53, 2017/1/1 9:00, N Quincy St & Glebe Rd, Fairfax Dr & Wilson Blvd, W21476, Member
270617, 2017/1/1 8:54, 2017/1/1 8:58, Adams Mill & Columbia Rd NW, 15th & Euclid St  NW, W00982, Member
580671, 2017/1/1 8:54, 2017/1/1 9:04, 21st & M St NW, 14th & V St NW, W21700, Member
658812, 2017/1/1 8:54, 2017/1/1 9:05, 3rd & Elm St NW, 4th & D St NW / Judiciary Square, W22827, Member
1198089, 2017/1/1 8:56, 2017/1/1 9:16, Park Rd & Holmead Pl NW, 4th & C St SW, W22730, Member
267144, 2017/1/1 8:56, 2017/1/1 9:01, 20th & Crystal Dr, Eads & 22nd St S, W22633, Member
229434, 2017/1/1 8:59, 2017/1/1 9:03, 8th & O St NW, 11th & S St NW, W21717, Member
645385, 2017/1/1 9:00, 2017/1/1 9:10, US Dept of State / Virginia Ave & 21st St NW, 34th & Water St NW, W21160, Member
341813, 2017/1/1 9:01, 2017/1/1 9:06, 17th & Corcoran St NW, 17th & K St NW, W22424, Member
595088, 2017/1/1 9:01, 2017/1/1 9:11, US Dept of State / Virginia Ave & 21st St NW, 34th & Water St NW, W21565, Member
1075451, 2017/1/1 9:02, 2017/1/1 9:20, 25th St & Pennsylvania Ave NW, Wilson Blvd & N Edgewood St, W21808, Member
1507735, 2017/1/1 9:03, 2017/1/1 9:29, 14th & D St SE, Eckington Pl & Q St NE, W00841, Member
424477, 2017/1/1 9:04, 2017/1/1 9:11, 16th & Harvard St NW, 14th & V St NW, W22405, Member
1449924, 2017/1/1 9:04, 2017/1/1 9:28, Army Navy Dr & S Nash St, Potomac Ave & Main Line Blvd, W22219, Member
313139, 2017/1/1 9:06, 2017/1/1 9:11, Jefferson Dr & 14th St SW, Ohio Dr & West Basin Dr SW / MLK & FDR Memorials, W21052, Member
285932, 2017/1/1 9:06, 2017/1/1 9:11, 14th & Belmont St NW, 17th & Corcoran St NW, W01179, Member
268647, 2017/1/1 9:07, 2017/1/1 9:11, 24th & N St NW, Massachusetts Ave & Dupont Circle NW, W01340, Member
996188, 2017/1/1 9:08, 2017/1/1 9:24, N Veitch  & 20th St N, TJ Cmty Ctr / 2nd St & S Old Glebe Rd, W21282, Member
965052, 2017/1/1 9:08, 2017/1/1 9:24, N Veitch  & 20th St N, TJ Cmty Ctr / 2nd St & S Old Glebe Rd, W22086, Member
549427, 2017/1/1 9:09, 2017/1/1 9:18, 8th & O St NW, 3rd & M St NE, W22837, Member
405886, 2017/1/1 9:09, 2017/1/1 9:16, 14th & R St NW, 21st & M St NW, W01250, Member
304382, 2017/1/1 9:10, 2017/1/1 9:15, Washington Blvd & 10th St N, Lee Hwy & N Cleveland St, W00880, Casual
219059, 2017/1/1 9:11, 2017/1/1 9:15, 3rd & Elm St NW, 7th & T St NW, W20524, Member
453333, 2017/1/1 9:11, 2017/1/1 9:19, 14th & V St NW, 8th & O St NW, W22405, Member
427209, 2017/1/1 9:11, 2017/1/1 9:19, 14th & V St NW, 8th & O St NW, W21700, Member
408882, 2017/1/1 9:12, 2017/1/1 9:18, 15th & F St NE, 8th & East Capitol St NE, W20556, Member
1285616, 2017/1/1 9:12, 2017/1/1 9:34, 5th & Kennedy St NW, 14th & R St NW, W20154, Member
2672190, 2017/1/1 9:13, 2017/1/1 9:58, 34th & Water St NW, River Rd & Landy Ln, W00063, Member
2662762, 2017/1/1 9:13, 2017/1/1 9:58, 34th & Water St NW, River Rd & Landy Ln, W21160, Member
149985, 2017/1/1 9:14, 2017/1/1 9:16, 4th & East Capitol St NE, 3rd St & Pennsylvania Ave SE, W21757, Member
110816, 2017/1/1 9:14, 2017/1/1 9:16, Convention Center / 7th & M St NW, 8th & O St NW, W00656, Member
722335, 2017/1/1 9:16, 2017/1/1 9:28, 3rd & H St NE, New York Ave & Hecht Ave NE, W20287, Member
300232, 2017/1/1 9:17, 2017/1/1 9:22, Vermont Ave & I St NW, 17th St & Massachusetts Ave NW, W22995, Member
690716, 2017/1/1 9:18, 2017/1/1 9:29, 12th & Irving St NE, 3rd & M St NE, W20350, Member
1046857, 2017/1/1 9:18, 2017/1/1 9:35, 14th & Irving St NW, 5th & K St NW, W22835, Member
539944, 2017/1/1 9:18, 2017/1/1 9:27, 2nd St & Massachusetts Ave NE, 11th & H St NE, W00371, Member
1395764, 2017/1/1 9:22, 2017/1/1 9:46, Connecticut & Nebraska Ave NW, 20th St & Florida Ave NW, W21460, Member
1033169, 2017/1/1 9:23, 2017/1/1 9:40, 4th & C St SW, Jefferson Memorial, W22730, Member
1351921, 2017/1/1 9:24, 2017/1/1 9:46, Connecticut & Nebraska Ave NW, 20th St & Florida Ave NW, W20051, Member
581270, 2017/1/1 9:24, 2017/1/1 9:33, 15th & K St NW, 1st & Rhode Island Ave NW, W22942, Member
238656, 2017/1/1 9:25, 2017/1/1 9:29, 8th & O St NW, 5th & K St NW, W20756, Member
391388, 2017/1/1 9:27, 2017/1/1 9:33, Lee Hwy & N Cleveland St, N Rhodes & 16th St N, W01389, Member
176433, 2017/1/1 9:27, 2017/1/1 9:30, 11th & M St NW, 14th & L St NW, W22621, Member
198930, 2017/1/1 9:27, 2017/1/1 9:31, 20th St & Florida Ave NW, New Hampshire Ave & T St NW, W01127, Member
619734, 2017/1/1 9:28, 2017/1/1 9:38, 14th & Irving St NW, 20th & O St NW / Dupont South, W22742, Member
436939, 2017/1/1 9:28, 2017/1/1 9:35, "LEnfant Plaza / 7th & C St SW", 5th St & Massachusetts Ave NW, W21113, Member
3481655, 2017/1/1 9:28, 2017/1/1 10:26, Ohio Dr & West Basin Dr SW / MLK & FDR Memorials, Lincoln Memorial, W22873, Casual
1186457, 2017/1/1 9:28, 2017/1/1 9:48, 11th & H St NE, 21st & M St NW, W23091, Member
780800, 2017/1/1 9:29, 2017/1/1 9:42, 18th & R St NW, 18th & R St NW, W01114, Member
620420, 2017/1/1 9:30, 2017/1/1 9:40, Columbia Rd & Georgia Ave NW, 18th & R St NW, W22815, Member
1532345, 2017/1/1 9:31, 2017/1/1 9:57, Westpark & Jones Branch Dr, Westpark & Jones Branch Dr, W23022, Casual
175489, 2017/1/1 9:31, 2017/1/1 9:34, 3rd St & Pennsylvania Ave SE, 4th & East Capitol St NE, W21757, Member
1487804, 2017/1/1 9:31, 2017/1/1 9:56, Westpark & Jones Branch Dr, Westpark & Jones Branch Dr, W23150, Casual
544531, 2017/1/1 9:32, 2017/1/1 9:41, 20th St & Florida Ave NW, 12th & U St NW, W22767, Member
1028771, 2017/1/1 9:32, 2017/1/1 9:49, Potomac Ave & Main Line Blvd, 28th St S & S Meade St, W22219, Member
577400, 2017/1/1 9:32, 2017/1/1 9:42, 8th & D St NW, Smithsonian-National Mall / Jefferson Dr & 12th St SW, W22786, Casual
585017, 2017/1/1 9:32, 2017/1/1 9:42, 8th & D St NW, Smithsonian-National Mall / Jefferson Dr & 12th St SW, W21418, Casual
572717, 2017/1/1 9:33, 2017/1/1 9:42, 8th & D St NW, Smithsonian-National Mall / Jefferson Dr & 12th St SW, W20890, Casual
237757, 2017/1/1 9:33, 2017/1/1 9:37, 17th St & Massachusetts Ave NW, 12th & L St NW, W20829, Member
605168, 2017/1/1 9:33, 2017/1/1 9:43, New Hampshire Ave & T St NW, Georgetown Harbor / 30th St NW, W01119, Member
1542014, 2017/1/1 9:35, 2017/1/1 10:00, 14th & V St NW, 1st & K St SE, W22528, Member
170511, 2017/1/1 9:35, 2017/1/1 9:38, Key Blvd & N Quinn St, Rosslyn Metro / Wilson Blvd & Ft Myer Dr, W00802, Member
486145, 2017/1/1 9:35, 2017/1/1 9:43, 17th St & Massachusetts Ave NW, 12th & U St NW, W23232, Member
635798, 2017/1/1 9:35, 2017/1/1 9:46, Eckington Pl & Q St NE, 14th & R St NW, W20771, Member
693949, 2017/1/1 9:36, 2017/1/1 9:48, Georgia Ave and Fairmont St NW, New Hampshire Ave & T St NW, W21520, Member
625903, 2017/1/1 9:38, 2017/1/1 9:48, 3rd & G St SE, 15th St & Massachusetts Ave SE, W00620, Member
290801, 2017/1/1 9:38, 2017/1/1 9:43, 17th & Corcoran St NW, 20th & L St NW, W22123, Member
1419349, 2017/1/1 9:38, 2017/1/1 10:02, 2nd & G St NE, 16th & Harvard St NW, W21651, Casual
489077, 2017/1/1 9:39, 2017/1/1 9:47, 14th & V St NW, Florida Ave & R St NW, W22195, Casual
473798, 2017/1/1 9:39, 2017/1/1 9:46, 14th & V St NW, 22nd & I St NW / Foggy Bottom, W22203, Member
8507460, 2017/1/1 9:39, 2017/1/1 12:00, 3rd & D St SE, 3rd & D St SE, W21087, Casual
515086, 2017/1/1 9:39, 2017/1/1 9:47, 14th & R St NW, Metro Center / 12th & G St NW, W21245, Member
868062, 2017/1/1 9:39, 2017/1/1 9:54, Columbia Rd & Georgia Ave NW, 7th & F St NW / National Portrait Gallery, W20571, Member
732882, 2017/1/1 9:39, 2017/1/1 9:51, Adams Mill & Columbia Rd NW, M St & Pennsylvania Ave NW, W20120, Member
729026, 2017/1/1 9:40, 2017/1/1 9:52, Oklahoma Ave & D St NE, M St & New Jersey Ave SE, W22642, Member
1096060, 2017/1/1 9:40, 2017/1/1 9:59, Hamlin & 7th St NE, 7th & F St NW / National Portrait Gallery, W00115, Member
211943, 2017/1/1 9:40, 2017/1/1 9:44, 4th & East Capitol St NE, Eastern Market Metro / Pennsylvania Ave & 7th St SE, W20014, Member
696366, 2017/1/1 9:42, 2017/1/1 9:54, 15th & Euclid St  NW, 8th & H St NW, W00375, Member
607744, 2017/1/1 9:42, 2017/1/1 9:52, S Joyce & 16th St S, 28th St S & S Meade St, W22793, Member
1611479, 2017/1/1 9:43, 2017/1/1 10:10, 26th & S Clark St, Jefferson Dr & 14th St SW, W22888, Member
838793, 2017/1/1 9:44, 2017/1/1 9:58, Rhode Island Ave & V St NE, 18th & M St NW, W20796, Member
570538, 2017/1/1 9:44, 2017/1/1 9:54, Clarendon Blvd & Pierce St, M St & Pennsylvania Ave NW, W01255, Member
622694, 2017/1/1 9:44, 2017/1/1 9:55, North Capitol St & F St NW, "Independence Ave & LEnfant Plaza SW/DOE", W21940, Casual
512792, 2017/1/1 9:45, 2017/1/1 9:53, Wisconsin Ave & O St NW, Massachusetts Ave & Dupont Circle NW, W22810, Member
344317, 2017/1/1 9:45, 2017/1/1 9:50, 14th & Rhode Island Ave NW, Massachusetts Ave & Dupont Circle NW, W22442, Member
395911, 2017/1/1 9:45, 2017/1/1 9:51, Potomac & Pennsylvania Ave SE, 8th & Eye St SE / Barracks Row, W21647, Member
154477, 2017/1/1 9:45, 2017/1/1 9:48, Court House Metro / 15th & N Uhle St , Clarendon Blvd & Pierce St, W00468, Member
1351843, 2017/1/1 9:46, 2017/1/1 10:08, Hains Point/Buckeye & Ohio Dr SW, New Jersey Ave & R St NW, W00672, Member
291517, 2017/1/1 9:46, 2017/1/1 9:51, 20th & O St NW / Dupont South, New Hampshire Ave & T St NW, W21450, Member
136098, 2017/1/1 9:48, 2017/1/1 9:50, 17th & Corcoran St NW, Massachusetts Ave & Dupont Circle NW, W21352, Member
465370, 2017/1/1 9:49, 2017/1/1 9:56, 9th & Upshur St NW, 11th & Kenyon St NW, W23096, Member
1094180, 2017/1/1 9:49, 2017/1/1 10:07, Hains Point/Buckeye & Ohio Dr SW, Maine Ave & 7th St SW, W22328, Casual
1716148, 2017/1/1 9:50, 2017/1/1 10:18, Potomac Ave & Main Line Blvd, Potomac Ave & 35th St S, W21703, Member
972991, 2017/1/1 9:50, 2017/1/1 10:06, Hains Point/Buckeye & Ohio Dr SW, 1st & K St SE, W22697, Member
233882, 2017/1/1 9:50, 2017/1/1 9:54, 8th & F St NE, Columbus Circle / Union Station, W21878, Member
238182, 2017/1/1 9:50, 2017/1/1 9:54, 8th & F St NE, Columbus Circle / Union Station, W01152, Member
563141, 2017/1/1 9:50, 2017/1/1 10:00, Iwo Jima Memorial/N Meade & 14th St N, 34th & Water St NW, W00456, Member
521937, 2017/1/1 9:50, 2017/1/1 9:59, 14th St & Spring Rd NW, 14th & V St NW, W20703, Member
337235, 2017/1/1 9:51, 2017/1/1 9:56, Adams Mill & Columbia Rd NW, Massachusetts Ave & Dupont Circle NW, W22165, Member
672725, 2017/1/1 9:51, 2017/1/1 10:02, 14th & R St NW, M St & Pennsylvania Ave NW, W20771, Member
666289, 2017/1/1 9:51, 2017/1/1 10:02, 14th & R St NW, M St & Pennsylvania Ave NW, W20326, Member
657647, 2017/1/1 9:51, 2017/1/1 10:02, Wilson Blvd & N Quincy St, Court House Metro / 15th & N Uhle St , W22204, Member
455603, 2017/1/1 9:51, 2017/1/1 9:59, 25th St & Pennsylvania Ave NW, 17th & Corcoran St NW, W22350, Member
581010, 2017/1/1 9:52, 2017/1/1 10:02, 28th St S & S Meade St, Army Navy Dr & S Nash St, W22219, Member
1088134, 2017/1/1 9:53, 2017/1/1 10:11, 39th & Veazey St NW, California St & Florida Ave NW, W00500, Member
472684, 2017/1/1 9:53, 2017/1/1 10:01, Wilson Blvd & N Edgewood St, N Randolph St & Fairfax Dr, W21808, Member
2655713, 2017/1/1 9:53, 2017/1/1 10:37, USDA / 12th & Independence Ave SW, USDA / 12th & Independence Ave SW, W20114, Casual
436287, 2017/1/1 9:53, 2017/1/1 10:01, 14th & Rhode Island Ave NW, 3rd & H St NW, W21132, Member
893141, 2017/1/1 9:54, 2017/1/1 10:09, M St & Pennsylvania Ave NW, Calvert St & Woodley Pl NW, W01255, Member
2100615, 2017/1/1 9:55, 2017/1/1 10:30, USDA / 12th & Independence Ave SW, 11th & F St NW, W20819, Casual
2098579, 2017/1/1 9:55, 2017/1/1 10:30, USDA / 12th & Independence Ave SW, 11th & F St NW, W20999, Casual
591468, 2017/1/1 9:56, 2017/1/1 10:06, New York Ave & Hecht Ave NE, 6th & H St NE, W20287, Member
787175, 2017/1/1 9:57, 2017/1/1 10:10, S Glebe & Potomac Ave, Mount Vernon Ave & E Nelson Ave, W21587, Member
979491, 2017/1/1 9:58, 2017/1/1 10:14, 15th & F St NE, Eckington Pl & Q St NE, W22610, Member
397155, 2017/1/1 9:59, 2017/1/1 10:06, 4th & East Capitol St NE, 8th & Eye St SE / Barracks Row, W22502, Member
