,community_id,trade_time,days_on_market,total_price,unit_price,area_sqm,n_bed_room,n_living_room,n_kitchen,n_bathroom,building,building_type,construction_time,renovation_condition,building_structure,ladder_ratio,elevator,property_rights_for_five_years,subway,district,community_average
21857,1.11103E+12, 2016-08-04,12,4.6,75005,61.33,1,1,1,1, 低 16, 板塔结合,2006, 其他, 钢混,0.25,1,0,1, 东城,94514
39808,1.11103E+12, 2016-12-07,64,10,97088,103,2,2,1,1, 低 14, 板塔结合,2004, 精装, 钢混,0.5,1,1,1, 东城,103883
5903,1.11103E+12, 2016-07-27,90,11.25,77347,145.45,3,2,1,2, 中 28, 板楼,2006, 精装, 钢混,0.667,1,1,1, 朝阳,95151
46599,1.11103E+12, 2016-12-12,12,3.875,52959,73.17,2,1,1,1, 低 20, 塔楼,2011, 其他, 钢混,0.227,1,0,1, 朝阳,44711
52033,1.11103E+12, 2016-03-15,1,4.65,44089,105.47,2,1,1,1, 中 22, 板塔结合,2005, 精装, 钢混,0.333,1,1,1, 朝阳,56631
39393,1.11103E+12, 2016-10-28,28,5.27,60030,87.79,2,1,1,1, 中 24, 塔楼,2008, 精装, 钢混,0.286,1,0,0, 朝阳,57709
57633,1.11103E+12, 2016-03-27,1,2.2,81002,27.16,1,0,1,1, 高 7, 塔楼,2004, 精装, 钢混,0.04,1,0,1, 东城,96498
45703,1.11103E+12, 2016-11-22,2,4.88,30497,160.02,3,2,1,2, 中 21, 板塔结合,2006, 其他, 钢混,1,1,0,1, 丰台,70638
19689,1.11103E+12, 2016-08-24,41,5.6,57942,96.65,2,2,1,1, 低 26, 板塔结合,2005, 精装, 钢混,0.4,1,1,1, 石景山,64222
3372,1.11103E+12, 2016-08-30,154,4.25,73836,57.56,1,1,1,1, 底 24, 塔楼,2007, 精装, 钢混,0.25,1,1,1, 朝阳,85308
44451,1.11103E+12, 2016-11-15,7,4.3,53811,79.91,2,2,1,1, 顶 5, 板楼,2002, 精装, 砖混,0.5,0,0,1, 丰台,50645
21252,1.11103E+12, 2016-08-21,31,5.85,49800,117.47,3,1,1,1, 中 13, 板塔结合,2003, 精装, 钢混,0.125,1,1,1, 海淀,56523
16723,1.11103E+12, 2016-08-29,59,8,48799,163.94,3,2,1,2, 低 30, 塔楼,2004, 简装, 钢混,0.333,1,0,1, 朝阳,60338
47823,1.11105E+12, 2016-12-18,3,7.1,77690,91.39,3,1,1,1, 顶 6, 板楼,2004, 其他, 混合,0.333,0,0,1, 海淀,76826
3320,1.11103E+12, 2016-07-23,117,5.45,57979,94,2,1,1,1, 高 16, 板楼,2012, 精装, 钢混,0.5,1,0,1, 海淀,71309
48237,1.11103E+12, 2016-12-27,3,5.85,63033,92.81,2,1,1,1, 中 15, 板楼,2005, 其他, 钢混,0.5,1,0,0, 石景山,63657
54686,1.11104E+12, 2016-03-19,1,4.78,56045,85.29,2,1,1,1, 中 27, 板塔结合,2012, 精装, 钢混,0.5,1,0,0, 朝阳,75110
59395,1.11103E+12, 2016-01-16,1,2.97,32449,91.53,2,1,1,1, 高 22, 塔楼,2003, 其他, 钢混,0.231,1,1,1, 丰台,45820
42695,1.11103E+12, 2016-10-29,7,2.6,48033,54.13,1,1,1,1, 中 7, 板楼,2000, 简装, 混合,0.25,0,0,0, 石景山,49268
60124,1.11103E+12, 2016-04-12,1,1.82,27464,66.27,1,1,0,1, 低 13, 塔楼,2007, 简装, 钢混,0.2,1,1,1, 丰台,49710
29470,1.11103E+12, 2016-09-04,14,2.24,34356,65.2,1,1,0,1, 高 25, 塔楼,2008, 精装, 钢混,0.353,1,0,0, 朝阳,39856
13433,1.11103E+12, 2016-06-26,10,4.06,49701,81.69,1,1,1,1, 低 10, 板楼,2003, 精装, 钢混,0.25,1,0,1, 朝阳,60578
9526,1.11103E+12, 2016-08-20,84,9.1,50838,179,4,2,1,2, 底 9, 板楼,2009, 精装, 钢混,0.5,1,1,0, 朝阳,63949
34762,1.11103E+12, 2016-11-30,81,6.2,68140,90.99,3,1,1,1, 低 28, 板楼,2010, 简装, 钢混,0.5,1,0,0, 朝阳,68428
16639,1.11103E+12, 2016-07-25,24,3.2,36841,86.86,2,2,1,1, 低 24, 塔楼,2000, 其他, 钢混,0.3,1,1,0, 丰台,52229
61740,1.11103E+12, 2016-01-15,1,4.9,49894,98.21,2,2,1,1, 底 6, 板楼,2011, 简装, 钢混,0.5,1,0,0, 海淀,73109
16958,1.11103E+12, 2016-07-06,4,5.95,71860,82.8,2,2,1,1, 中 25, 塔楼,2004, 精装, 钢混,0.231,1,0,0, 海淀,85478
51692,1.11103E+12, 2016-01-17,1,2.35,28631,82.08,2,2,1,1, 高 22, 塔楼,2007, 精装, 钢混,0.333,1,1,0, 朝阳,48907
8419,1.11103E+12, 2016-06-18,28,3.08,44625,69.02,1,1,1,1, 中 26, 塔楼,2006, 精装, 钢混,0.3,1,1,1, 丰台,58879
57401,1.11103E+12, 2016-03-06,1,3.8,66515,57.13,1,0,1,1, 中 24, 板塔结合,2008, 其他, 钢混,0.429,1,0,1, 东城,92359
24344,1.11103E+12, 2016-08-18,16,15,80279,186.85,3,2,1,2, 中 27, 板楼,2006, 精装, 钢混,1,1,0,0, 朝阳,91231
54084,1.11103E+12, 2016-05-20,1,4.15,37618,110.32,3,2,1,1, 低 6, 板楼,2003, 精装, 钢混,0.5,0,1,0, 朝阳,48420
41195,1.11103E+12, 2016-11-12,32,5.345,56004,95.44,2,1,1,1, 低 24, 塔楼,2005, 简装, 钢混,0.375,1,1,0, 朝阳,56631
18931,1.11103E+12, 2016-09-27,79,3.84,55444,69.26,1,1,1,1, 中 28, 塔楼,2005, 简装, 钢混,0.3,1,0,0, 海淀,62924
51368,1.11103E+12, 2016-01-23,1,3.3,26487,124.59,3,2,1,2, 底 10, 板楼,2005, 简装, 钢混,0.333,1,1,1, 朝阳,44599
17718,1.11103E+12, 2016-07-29,24,6.15,62756,98,2,2,1,1, 低 30, 塔楼,2008, 精装, 钢混,0.444,1,1,1, 朝阳,79346
10601,1.11103E+12, 2016-07-25,51,3.45,48118,71.7,1,1,1,1, 高 27, 塔楼,2004, 简装, 钢混,0.4,1,1,1, 朝阳,64855
46236,1.11103E+12, 2016-12-04,7,2.28,68551,33.26,1,0,1,1, 中 10, 板塔结合,2003, 精装, 钢混,0.095,1,1,0, 朝阳,56733
42950,1.11103E+12, 2016-11-06,12,5.87,60516,97,2,1,1,1, 中 30, 塔楼,2001, 精装, 钢混,0.3,1,1,0, 朝阳,61931
26243,1.11103E+12, 2016-09-04,27,7.6,54329,139.89,3,2,1,2, 顶 9, 板楼,2004, 精装, 钢混,0.5,1,0,0, 海淀,60502
47497,1.11103E+12, 2016-12-24,14,7.145,84969,84.09,2,1,1,1, 底 6, 板楼,2003, 简装, 混合,0.333,0,1,0, 西城,77554
27132,1.11103E+12, 2016-08-16,4,2.99,48666,61.44,1,2,1,1, 高 28, 板塔结合,2009, 精装, 钢混,0.4,1,0,0, 朝阳,54263
62248,1.11103E+12, 2016-03-12,1,2.3,39896,57.65,1,1,1,1, 低 19, 板塔结合,2003, 简装, 钢混,0.25,1,1,0, 海淀,60611
21395,1.11103E+12, 2016-08-20,30,2.52,51013,49.4,1,0,1,1, 顶 14, 板楼,2007, 精装, 钢混,0.4,1,0,1, 朝阳,62702
54814,1.11103E+12, 2016-03-10,1,5.8,45035,128.79,3,2,1,2, 高 17, 板楼,2011, 毛坯, 钢混,0.667,1,0,1, 朝阳,52870
32906,1.11103E+12, 2016-09-06,3,2.77,46306,59.82,1,1,1,1, 中 24, 塔楼,2006, 精装, 钢混,0.3,1,1,1, 丰台,50960
32613,1.11103E+12, 2016-09-11,9,3.51,48663,72.13,1,1,1,1, 高 16, 塔楼,2007, 精装, 钢混,0.111,1,1,1, 丰台,57313
61808,1.11103E+12, 2016-02-19,1,4.6,42522,108.18,2,2,1,1, 中 8, 板塔结合,2003, 其他, 钢混,0.2,1,1,0, 海淀,52407
8023,1.11103E+12, 2016-09-27,132,8.6,38126,225.57,1,0,0,0, 低 19, 塔楼,2005, 简装, 钢混,0.3,1,1,1, 朝阳,41072
47275,1.11103E+12, 2016-12-09,1,20.5,125107,163.86,3,2,1,2, 高 12, 板楼,2004, 其他, 钢混,0.5,1,0,1, 海淀,132223
22153,1.11103E+12, 2016-09-04,42,11.525,118925,96.91,2,2,1,1, 中 18, 板塔结合,2009, 其他, 钢混,0.5,1,0,1, 西城,119332
62251,1.11103E+12, 2016-03-16,1,3.98,33553,118.62,3,2,1,2, 中 24, 塔楼,2001, 精装, 钢混,0.2,1,1,1, 海淀,52911
8691,1.11103E+12, 2016-07-20,58,4.75,38490,123.41,3,2,1,2, 低 29, 塔楼,2000, 其他, 钢混,0.375,1,0,1, 朝阳,58126
62633,1.11103E+12, 2016-04-03,1,4.3,42495,101.19,3,1,1,1, 中 6, 板楼,2000, 简装, 混合,0.5,0,1,1, 海淀,52911
47825,1.11103E+12, 2016-12-23,7,3.35,55455,60.41,1,0,1,1, 中 13, 板楼,2007, 精装, 钢混,0.667,1,0,0, 丰台,59419
2847,1.11103E+12, 2016-09-06,167,2.84,44375,64,1,1,1,1, 中 6, 板楼,2007, 精装, 混合,0.25,0,1,0, 石景山,44043
7160,1.11103E+12, 2016-06-29,49,2.9,40278,72,2,0,1,1, 顶 28, 塔楼,2003, 其他, 钢混,0.25,1,1,1, 朝阳,57718
14132,1.11103E+12, 2016-07-21,32,2.29,39827,57.5,1,1,1,1, 中 6, 板楼,2004, 精装, 混合,0.5,0,1,0, 朝阳,51863
38649,1.11103E+12, 2016-10-20,23,7.95,52754,150.7,3,2,1,2, 中 30, 塔楼,2001, 简装, 钢混,0.25,1,0,0, 丰台,60456
61281,1.11103E+12, 2016-01-09,1,5.6,51968,107.76,3,1,1,2, 中 25, 塔楼,2000, 简装, 钢混,0.25,1,1,1, 海淀,77107
30156,1.11103E+12, 2016-08-26,2,6.7,107338,62.42,1,1,1,1, 顶 12, 板塔结合,2003, 精装, 混合,0.25,1,0,1, 东城,123223
56856,1.11103E+12, 2016-05-31,1,8,52988,150.98,3,1,1,2, 中 6, 板楼,2001, 精装, 钢混,0.5,1,1,1, 朝阳,77310
47770,1.11103E+12, 2016-12-30,15,4.2,67297,62.41,1,1,1,1, 低 20, 塔楼,2010, 简装, 钢混,0.25,1,1,1, 丰台,62947
47648,1.11103E+12, 2016-12-30,17,5.9,53720,109.83,3,1,1,1, 高 24, 塔楼,2003, 精装, 钢混,0.25,1,1,0, 石景山,49581
22028,1.11103E+12, 2016-09-08,46,1.53,31238,48.98,1,1,1,1, 中 20, 板塔结合,2007, 精装, 钢混,0.4,1,0,0, 朝阳,34875
34134,1.11106E+12, 2016-09-17,9,13,66145,196.54,5,2,1,3, 中 30, 板楼,2012, 其他, 钢混,1,1,0,0, 丰台,61865
53183,1.11103E+12, 2016-02-28,1,9.5,44734,212.37,3,2,1,3, 高 20, 板塔结合,2006, 精装, 钢混,0.667,1,1,1, 朝阳,63827
20098,1.11103E+12, 2016-07-28,12,7.76,65047,119.3,2,1,1,2, 中 14, 板塔结合,2002, 精装, 钢混,0.25,1,0,1, 东城,85557
33556,1.11103E+12, 2016-09-09,4,3.55,46152,76.92,2,1,1,1, 高 6, 板楼,2002, 精装, 混合,0.333,0,0,1, 丰台,50645
60144,1.11103E+12, 2016-03-14,1,3.2,35127,91.1,2,1,1,2, 中 15, 板塔结合,2003, 精装, 钢混,0.222,1,1,1, 丰台,50347
36548,1.11103E+12, 2016-11-30,74,7.08,97027,72.97,2,1,1,1, 中 6, 板楼,2003, 简装, 钢混,0.333,0,1,1, 东城,103018
34443,1.11103E+12, 2016-09-23,15,4.77,48585,98.18,2,2,1,1, 中 24, 塔楼,2004, 简装, 钢混,0.375,1,0,1, 石景山,42944
876,1.11103E+12, 2016-06-28,163,5.9,55750,105.83,2,1,1,1, 顶 24, 塔楼,2002, 精装, 钢混,0.3,1,0,1, 朝阳,62470
61513,1.11103E+12, 2016-01-19,1,2.23,58089,38.39,1,0,1,1, 中 13, 板塔结合,2004, 精装, 钢混,0.136,1,1,1, 海淀,80380
23999,1.11103E+12, 2016-08-31,30,5.5,42178,130.4,3,1,1,2, 高 21, 塔楼,2005, 精装, 钢混,0.333,1,0,0, 朝阳,48141
33548,1.11103E+12, 2016-09-07,2,5,56206,88.96,2,1,1,1, 中 18, 塔楼,2004, 简装, 钢混,0.2,1,0,1, 东城,63379
609,1.11103E+12, 2016-07-06,201,7.6,43990,172.77,3,2,1,2, 顶 6, 板楼,2002, 简装, 混合,0.5,0,1,1, 朝阳,77424
1213,1.11103E+12, 2016-06-30,128,4.45,32898,135.27,2,2,1,2, 低 33, 塔楼,2001, 精装, 钢混,0.5,1,1,1, 朝阳,50982
37532,1.11103E+12, 2016-11-11,50,5.78,50565,114.31,2,1,1,1, 高 18, 塔楼,2007, 精装, 钢混,0.188,1,1,1, 朝阳,65499
28422,1.11103E+12, 2016-09-05,19,6.78,84015,80.7,2,1,1,1, 中 23, 板塔结合,2007, 精装, 钢混,0.333,1,1,1, 西城,86631
38126,1.11103E+12, 2016-09-29,5,10.03,66201,151.51,3,1,1,2, 中 29, 塔楼,2005, 其他, 钢混,0.5,1,0,1, 丰台,60244
36900,1.11103E+12, 2016-10-14,25,9,82782,108.72,3,1,1,1, 中 23, 板塔结合,2004, 精装, 钢混,0.5,1,0,1, 朝阳,60587
34523,1.11103E+12, 2016-09-27,18,3.6,66238,54.35,1,1,1,1, 低 6, 板楼,2005, 简装, 混合,0.25,0,0,0, 海淀,59957
40366,1.11104E+12, 2016-11-28,52,2.85,47500,60,1,1,1,1, 中 20, 板楼,2011, 精装, 钢混,0.4,1,0,0, 朝阳,43538
39566,1.11103E+12, 2016-10-07,5,2.8,68477,40.89,1,0,1,1, 中 25, 板塔结合,2006, 精装, 钢混,0.333,1,0,0, 朝阳,62851
29018,1.11103E+12, 2016-08-31,11,7.32,85008,86.11,2,1,1,1, 中 22, 塔楼,2003, 简装, 钢混,0.25,1,1,1, 西城,92576
50896,1.11103E+12, 2016-01-01,1,5.3,39318,134.8,3,1,1,2, 中 25, 板塔结合,2008, 简装, 钢混,0.3,1,1,1, 朝阳,60785
29467,1.11103E+12, 2016-08-30,9,5.58,64390,86.66,2,1,1,1, 低 26, 塔楼,2002, 简装, 钢混,0.3,1,1,1, 朝阳,77424
2048,1.11103E+12, 2016-08-05,146,3.72,68370,54.41,1,1,1,1, 高 19, 塔楼,2004, 精装, 钢混,0.125,1,1,1, 东城,79511
54666,1.11103E+12, 2016-05-29,1,4.638,44273,104.76,2,1,1,1, 中 25, 板塔结合,2008, 精装, 钢混,0.3,1,1,1, 朝阳,60785
47853,1.11103E+12, 2016-12-21,5,3.18,69768,45.58,1,0,1,1, 中 27, 板塔结合,2007, 精装, 钢混,0.333,1,1,0, 朝阳,62598
50921,1.11103E+12, 2016-01-31,1,7.5,48013,156.21,3,1,1,2, 高 22, 塔楼,2002, 精装, 钢混,0.4,1,1,1, 朝阳,73675
37982,1.11105E+12, 2016-09-27,3,2.6,43334,60,1,1,1,1, 高 6, 板塔结合,2013, 精装, 钢混,0.25,0,0,0, 丰台,44275
22790,1.1111E+12, 2016-08-04,8,2.93,49527,59.16,1,0,1,1, 低 21, 板塔结合,2008, 其他, 钢混,0.19,1,1,0, 朝阳,72269
26911,1.11103E+12, 2016-08-29,18,6,63439,94.58,2,1,1,1, 中 28, 塔楼,2006, 精装, 钢混,0.333,1,1,1, 朝阳,65499
39332,1.11103E+12, 2016-10-09,8,6.8,61433,110.69,2,2,1,1, 中 10, 塔楼,2007, 精装, 钢混,0.5,1,1,0, 朝阳,56107
54847,1.11103E+12, 2016-03-22,1,5.52,33963,162.53,2,2,1,2, 中 25, 塔楼,2002, 精装, 钢混,0.333,1,1,1, 朝阳,52106
47295,1.11103E+12, 2016-12-25,17,4.19,60628,69.11,1,1,1,1, 高 26, 塔楼,2006, 简装, 钢混,0.3,1,1,1, 丰台,58879
38326,1.11103E+12, 2016-12-26,92,7.55,50955,148.17,2,2,1,2, 中 30, 塔楼,2001, 简装, 钢混,0.375,1,1,0, 丰台,60456
11135,1.11103E+12, 2016-07-06,30,3.52,48727,72.24,1,1,1,1, 低 9, 板楼,2008, 精装, 钢混,0.167,1,1,1, 朝阳,58955
2314,1.11103E+12, 2016-08-03,140,2.55,45326,56.26,1,1,1,1, 中 6, 板楼,2001, 精装, 钢混,0.25,0,1,1, 朝阳,55992
21984,1.11103E+12, 2016-08-10,18,3,44170,67.92,2,1,1,1, 低 26, 塔楼,2005, 精装, 钢混,0.333,1,0,0, 朝阳,52306
65956,1.11103E+12, 2016-03-27,1,6.78,51469,131.73,2,1,1,1, 高 18, 塔楼,2003, 简装, 钢混,0.333,1,1,1, 西城,77120
14689,1.11103E+12, 2016-07-05,13,2.46,31816,77.32,2,2,1,1, 底 16, 板楼,2009, 简装, 钢混,0.5,1,0,0, 朝阳,40311
6419,1.11103E+12, 2016-07-11,69,4.6,77468,59.38,1,1,1,1, 低 16, 板塔结合,2004, 精装, 钢混,0.5,1,1,1, 东城,87809
28277,1.11103E+12, 2016-09-30,44,7.5,68814,108.99,3,2,1,1, 中 21, 塔楼,2008, 精装, 钢混,0.25,1,0,1, 朝阳,70861
26805,1.11104E+12, 2016-08-23,12,8.5,73276,116,2,1,1,2, 低 22, 板塔结合,2012, 精装, 钢混,0.5,1,0,1, 朝阳,80072
37179,1.11103E+12, 2016-09-27,7,8.4,59962,140.09,3,2,1,2, 低 24, 塔楼,2001, 简装, 钢混,0.375,1,0,1, 朝阳,69261
38248,1.11103E+12, 2016-10-30,36,5.08,61405,82.73,2,1,1,1, 中 25, 塔楼,2000, 精装, 钢混,0.267,1,1,1, 朝阳,62293
59491,1.11103E+12, 2016-01-02,1,5,38748,129.04,3,2,1,2, 高 19, 塔楼,2006, 精装, 钢混,0.2,1,1,1, 丰台,56819
36114,1.11103E+12, 2016-09-26,11,3.66,48625,75.27,2,1,1,1, 中 7, 板楼,2001, 简装, 钢混,0.5,0,0,0, 丰台,48514
19518,1.11103E+12, 2016-08-10,28,4.2,66562,63.1,1,0,1,1, 高 25, 板塔结合,2006, 精装, 钢混,0.5,1,0,1, 朝阳,75993
56947,1.11103E+12, 2016-01-09,1,3.2,44976,71.15,2,2,1,1, 中 29, 板塔结合,2009, 简装, 钢混,0.25,1,1,1, 东城,78235
39807,1.11103E+12, 2016-11-29,56,4.1,55905,73.34,1,2,1,1, 高 21, 塔楼,2004, 精装, 钢混,0.25,1,1,1, 丰台,59738
42328,1.11103E+12, 2016-10-23,3,8.28,95107,87.06,2,2,1,1, 高 20, 板塔结合,2006, 精装, 钢混,0.4,1,0,1, 西城,98975
43199,1.11103E+12, 2016-11-16,19,8,40456,197.75,3,2,1,3, 底 14, 板塔结合,2009, 其他, 钢混,1,1,0,1, 朝阳,51255
31634,1.11103E+12, 2016-08-31,2,9.12,45571,200.13,3,2,1,2, 高 22, 塔楼,2001, 其他, 钢混,0.667,1,0,1, 东城,60459
29997,1.11103E+12, 2016-09-05,12,5.09,47642,106.84,3,2,1,1, 底 6, 板楼,2006, 精装, 混合,0.5,0,1,1, 朝阳,52723
46954,1.11103E+12, 2016-12-19,15,8.9,55713,159.75,3,2,1,2, 中 18, 板塔结合,2009, 其他, 钢混,1,1,1,1, 朝阳,51255
39374,1.11103E+12, 2016-11-26,57,5.86,77596,75.52,2,1,1,1, 高 16, 塔楼,2000, 精装, 钢混,0.2,1,1,1, 朝阳,69261
46842,1.11103E+12, 2016-12-11,8,4.1,84676,48.42,1,1,1,1, 中 14, 板塔结合,2005, 简装, 钢混,0.25,1,1,0, 朝阳,70113
22869,1.11105E+12, 2016-09-16,50,11.98,80946,148,3,2,1,2, 中 5, 板楼,2001, 简装, 混合,0.5,0,0,1, 海淀,107251
44419,1.11103E+12, 2016-11-25,17,3.46,46941,73.71,1,1,1,1, 高 15, 塔楼,2006, 其他, 钢混,0.3,1,0,0, 朝阳,45177
40345,1.11103E+12, 2016-12-11,65,6.88,66966,102.74,2,1,1,1, 低 27, 塔楼,2004, 精装, 钢混,0.4,1,1,1, 朝阳,64855
12752,1.11103E+12, 2016-08-16,63,5.95,52193,114,3,1,1,1, 中 20, 塔楼,2000, 简装, 钢混,0.333,1,1,1, 丰台,59395
33498,1.11103E+12, 2016-09-28,23,6.95,80627,86.2,3,1,1,1, 顶 28, 塔楼,2000, 精装, 钢混,0.333,1,0,1, 朝阳,78573
62315,1.11104E+12, 2016-03-08,1,22.49,56480,398.2,4,2,1,4, 高 6, 板楼,2011, 毛坯, 钢混,1,1,0,0, 海淀,100306
20573,1.11103E+12, 2016-08-31,45,2.75,55000,50,1,0,1,1, 中 27, 板楼,2006, 精装, 钢混,0.4,1,0,1, 朝阳,69760
9179,1.11103E+12, 2016-06-24,29,2.92,39460,74,1,1,1,1, 中 11, 板楼,2004, 精装, 钢混,0.333,1,1,1, 朝阳,55339
35637,1.11103E+12, 2016-09-26,12,5.8,62608,92.64,2,1,1,1, 低 24, 板塔结合,2004, 精装, 钢混,0.231,1,0,0, 西城,81221
23178,1.11103E+12, 2016-07-31,2,3,41386,72.49,1,1,1,1, 高 21, 塔楼,2005, 精装, 钢混,0.333,1,1,1, 朝阳,55339
59512,1.11103E+12, 2016-03-08,1,4.4,42066,104.6,2,2,1,1, 中 29, 塔楼,2002, 其他, 钢混,0.25,1,1,1, 丰台,57277
61752,1.11103E+12, 2016-01-26,1,3.385,42794,79.1,2,1,1,1, 中 6, 板楼,2000, 简装, 混合,0.5,0,1,0, 海淀,66683
1038,1.11103E+12, 2016-08-27,194,4.65,42775,108.71,2,1,1,1, 顶 23, 塔楼,2002, 简装, 钢混,0.3,1,1,1, 丰台,57634
22163,1.11103E+12, 2016-08-24,31,5.3,54232,97.73,2,2,1,1, 中 17, 板楼,2011, 精装, 钢混,0.5,1,0,1, 朝阳,52870
26958,1.11103E+12, 2016-08-26,14,4.7,45814,102.59,2,2,1,1, 低 26, 塔楼,2005, 精装, 钢混,0.333,1,0,0, 朝阳,52306
13418,1.11103E+12, 2016-07-28,41,5.1,49859,102.29,2,1,1,1, 低 29, 塔楼,2002, 简装, 钢混,0.25,1,1,1, 丰台,57277
27351,1.11103E+12, 2016-09-07,26,8.55,57522,148.64,3,2,1,2, 底 4, 板楼,2003, 精装, 砖混,0.5,0,0,0, 海淀,67509
54844,1.11103E+12, 2016-03-30,1,2.54,29827,85.16,2,1,1,1, 高 28, 塔楼,2009, 精装, 钢混,0.375,1,1,0, 朝阳,46072
33535,1.11103E+12, 2016-09-12,7,5.345,54552,97.98,2,2,1,1, 顶 6, 板楼,2004, 精装, 钢混,0.5,0,0,1, 朝阳,56489
53959,1.11103E+12, 2016-03-06,1,5.97,62658,95.28,2,2,1,1, 底 26, 板塔结合,2007, 精装, 钢混,0.5,1,0,1, 朝阳,83321
55611,1.11103E+12, 2016-06-07,1,5.93,49921,118.79,3,2,1,2, 低 25, 塔楼,2010, 精装, 钢混,0.375,1,1,1, 朝阳,65820
41547,1.11103E+12, 2016-12-20,67,8.02,89720,89.39,2,2,1,1, 低 18, 板塔结合,2006, 精装, 钢混,0.4,1,0,1, 西城,98975
25000,1.11103E+12, 2016-09-04,31,5.78,46086,125.42,2,2,1,2, 中 22, 塔楼,2002, 其他, 钢混,0.375,1,0,0, 丰台,51741
19239,1.11103E+12, 2016-07-28,16,5.85,52186,112.1,1,1,1,1, 中 22, 板楼,2010, 其他, 钢混,0.5,1,0,0, 朝阳,55053
43656,1.11103E+12, 2016-11-16,15,3.28,48810,67.2,1,2,1,1, 中 11, 板楼,2009, 精装, 钢混,0.25,1,0,1, 朝阳,51863
50869,1.11103E+12, 2016-03-08,1,1.98,38559,51.35,1,0,0,0, 低 20, 塔楼,2004, 其他, 钢混,0.086,1,1,1, 朝阳,59307
59677,1.11103E+12, 2016-02-26,1,5.93,41299,143.59,3,2,1,2, 低 19, 板楼,2006, 简装, 钢混,0.333,1,1,1, 丰台,71463
4888,1.11103E+12, 2016-07-30,106,4.385,49420,88.73,2,2,1,1, 高 18, 塔楼,2006, 精装, 钢混,0.286,1,0,0, 朝阳,57709
16286,1.11103E+12, 2016-07-20,20,5.45,62450,87.27,2,1,1,1, 低 24, 塔楼,2004, 精装, 钢混,0.3,1,1,0, 朝阳,70655
22959,1.11103E+12, 2016-08-11,14,3.83,59844,64,1,1,1,1, 高 18, 塔楼,2005, 精装, 钢混,0.5,1,0,1, 朝阳,41072
25843,1.11103E+12, 2016-09-20,44,3.26,41550,78.46,2,1,1,1, 中 18, 板楼,2000, 简装, 钢混,0.25,1,0,1, 石景山,44300
53664,1.11103E+12, 2016-03-05,1,2.1,28356,74.06,2,1,1,1, 高 6, 板楼,2004, 简装, 砖混,0.5,0,1,0, 朝阳,43127
36770,1.11103E+12, 2016-09-23,5,2,46905,42.64,1,0,1,1, 中 28, 塔楼,2009, 简装, 钢混,0.25,1,0,1, 朝阳,49691
53875,1.11103E+12, 2016-03-06,1,2.675,39724,67.34,2,1,1,1, 低 28, 塔楼,2001, 精装, 钢混,0.273,1,1,0, 朝阳,51827
16659,1.11103E+12, 2016-08-03,33,4.91,61261,80.15,2,2,1,1, 中 24, 塔楼,2000, 精装, 钢混,0.25,1,1,1, 朝阳,67092
45388,1.11103E+12, 2016-12-30,42,4.55,63046,72.17,1,1,1,1, 高 23, 塔楼,2005, 其他, 钢混,0.429,1,1,0, 朝阳,56631
13944,1.11103E+12, 2016-08-10,53,8.05,50379,159.79,3,2,1,2, 高 27, 板塔结合,2008, 精装, 钢混,1,1,1,1, 朝阳,68910
4244,1.11103E+12, 2016-07-08,91,10.75,80495,133.55,3,2,1,2, 中 11, 板楼,2006, 简装, 钢混,0.333,1,1,1, 朝阳,85938
4763,1.11103E+12, 2016-08-17,125,3.13,37876,82.64,2,1,1,1, 高 24, 塔楼,2011, 精装, 钢混,0.333,1,0,1, 朝阳,59025
51066,1.11103E+12, 2016-01-04,1,2.81,50359,55.8,1,2,1,1, 中 21, 板楼,2009, 精装, 钢混,0.5,1,1,0, 朝阳,82664
29727,1.11103E+12, 2016-09-04,13,7.78,69082,112.62,2,1,1,1, 中 17, 塔楼,2002, 简装, 钢混,0.25,1,0,1, 海淀,83166
36404,1.11103E+12, 2016-09-29,12,3.84,64054,59.95,1,1,1,1, 低 21, 塔楼,2009, 其他, 钢混,0.2,1,0,0, 海淀,77025
30552,1.11103E+12, 2016-09-18,23,9.99,98038,101.9,3,1,1,1, 底 6, 板楼,2004, 精装, 混合,0.333,0,0,1, 西城,104250
14316,1.11103E+12, 2016-06-30,10,11.56,91754,125.99,2,2,1,2, 低 27, 塔楼,2004, 精装, 钢混,0.333,1,1,0, 东城,107168
13781,1.11103E+12, 2016-07-27,39,2.75,46211,59.51,1,1,1,1, 高 24, 塔楼,2003, 简装, 钢混,0.25,1,1,0, 朝阳,56631
62949,1.11103E+12, 2016-05-08,1,3.45,37201,92.74,2,1,1,1, 中 4, 板楼,2008, 其他, 钢混,0.5,0,0,0, 海淀,51668
60787,1.11103E+12, 2016-05-30,1,4.72,53202,88.72,2,1,1,1, 高 18, 板楼,2010, 精装, 钢混,0.667,1,0,1, 丰台,66712
54348,1.11103E+12, 2016-03-06,1,7.8,71175,109.59,2,1,1,2, 高 15, 板楼,2005, 精装, 钢混,0.5,1,1,1, 朝阳,90299
53016,1.11103E+12, 2016-01-16,1,5.74,43110,133.15,3,1,1,2, 中 21, 板塔结合,2007, 精装, 钢混,0.5,1,1,1, 朝阳,66036
51062,1.11103E+12, 2016-05-24,1,3.4,65423,51.97,1,1,1,2, 中 17, 板塔结合,2012, 精装, 钢混,0.174,1,0,1, 朝阳,77695
